path,source,drone_present,gt_box_h_px,size_bin,lighting,background,backlit,exposure_issue,appearance_color,appearance_shape,notes
data/images_eval/antiuav_vis/20190925_101846_1_1/000001.jpg,antiuav_vis,1,122.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000021.jpg,antiuav_vis,1,114.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000041.jpg,antiuav_vis,1,118.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000061.jpg,antiuav_vis,1,115.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000081.jpg,antiuav_vis,1,115.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000101.jpg,antiuav_vis,1,118.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000121.jpg,antiuav_vis,1,121.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000141.jpg,antiuav_vis,1,138.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000161.jpg,antiuav_vis,1,139.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000181.jpg,antiuav_vis,1,134.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000201.jpg,antiuav_vis,1,109.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000221.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000241.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000261.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000281.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000301.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000321.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000341.jpg,antiuav_vis,1,102.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000361.jpg,antiuav_vis,1,107.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000381.jpg,antiuav_vis,1,107.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000401.jpg,antiuav_vis,1,106.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000421.jpg,antiuav_vis,1,109.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000441.jpg,antiuav_vis,1,98.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000461.jpg,antiuav_vis,1,103.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000481.jpg,antiuav_vis,1,103.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000501.jpg,antiuav_vis,1,96.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000521.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000541.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000561.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000581.jpg,antiuav_vis,1,100.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000601.jpg,antiuav_vis,,,,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000621.jpg,antiuav_vis,1,73.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000641.jpg,antiuav_vis,1,89.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000661.jpg,antiuav_vis,1,88.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000681.jpg,antiuav_vis,1,82.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000701.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000721.jpg,antiuav_vis,1,85.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000741.jpg,antiuav_vis,1,93.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000761.jpg,antiuav_vis,1,87.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000781.jpg,antiuav_vis,1,89.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000801.jpg,antiuav_vis,1,81.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000821.jpg,antiuav_vis,1,77.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000841.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000861.jpg,antiuav_vis,1,78.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000881.jpg,antiuav_vis,1,83.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000901.jpg,antiuav_vis,1,75.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000921.jpg,antiuav_vis,1,78.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000941.jpg,antiuav_vis,1,82.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000961.jpg,antiuav_vis,1,77.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_101846_1_1/000981.jpg,antiuav_vis,1,80.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000001.jpg,antiuav_vis,1,52.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000021.jpg,antiuav_vis,1,51.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000041.jpg,antiuav_vis,1,57.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000061.jpg,antiuav_vis,1,53.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000081.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000101.jpg,antiuav_vis,1,62.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000121.jpg,antiuav_vis,1,66.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000141.jpg,antiuav_vis,1,50.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000161.jpg,antiuav_vis,1,64.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000181.jpg,antiuav_vis,1,58.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000201.jpg,antiuav_vis,1,53.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000221.jpg,antiuav_vis,1,55.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000241.jpg,antiuav_vis,1,57.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000261.jpg,antiuav_vis,1,57.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000281.jpg,antiuav_vis,1,60.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000301.jpg,antiuav_vis,1,55.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000321.jpg,antiuav_vis,1,65.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000341.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000361.jpg,antiuav_vis,1,49.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000381.jpg,antiuav_vis,1,66.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000401.jpg,antiuav_vis,1,59.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000421.jpg,antiuav_vis,1,64.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000441.jpg,antiuav_vis,1,53.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000461.jpg,antiuav_vis,1,53.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000481.jpg,antiuav_vis,1,57.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000501.jpg,antiuav_vis,1,46.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000521.jpg,antiuav_vis,1,65.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000541.jpg,antiuav_vis,1,60.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000561.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000581.jpg,antiuav_vis,1,54.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000601.jpg,antiuav_vis,1,58.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000621.jpg,antiuav_vis,1,60.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000641.jpg,antiuav_vis,1,54.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000661.jpg,antiuav_vis,1,61.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000681.jpg,antiuav_vis,1,58.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000701.jpg,antiuav_vis,1,59.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000721.jpg,antiuav_vis,1,54.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000741.jpg,antiuav_vis,1,52.00,Medium,day,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000761.jpg,antiuav_vis,1,67.00,Medium,day,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000781.jpg,antiuav_vis,1,54.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000801.jpg,antiuav_vis,1,56.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000821.jpg,antiuav_vis,1,60.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000841.jpg,antiuav_vis,1,52.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000861.jpg,antiuav_vis,1,55.00,Medium,day,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000881.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000901.jpg,antiuav_vis,1,53.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000921.jpg,antiuav_vis,1,54.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000941.jpg,antiuav_vis,1,59.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000961.jpg,antiuav_vis,1,61.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_133630_1_6/000981.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000001.jpg,antiuav_vis,1,63.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000021.jpg,antiuav_vis,1,64.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000041.jpg,antiuav_vis,1,67.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000061.jpg,antiuav_vis,1,72.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000081.jpg,antiuav_vis,1,50.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000101.jpg,antiuav_vis,1,60.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000121.jpg,antiuav_vis,1,61.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000141.jpg,antiuav_vis,1,61.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000161.jpg,antiuav_vis,1,67.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000181.jpg,antiuav_vis,1,63.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000201.jpg,antiuav_vis,1,57.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000221.jpg,antiuav_vis,1,63.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000241.jpg,antiuav_vis,1,75.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000261.jpg,antiuav_vis,1,64.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000281.jpg,antiuav_vis,1,62.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000301.jpg,antiuav_vis,1,62.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000321.jpg,antiuav_vis,1,64.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000341.jpg,antiuav_vis,1,60.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000361.jpg,antiuav_vis,1,79.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000381.jpg,antiuav_vis,1,61.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000401.jpg,antiuav_vis,1,66.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000421.jpg,antiuav_vis,1,57.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000441.jpg,antiuav_vis,1,55.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000461.jpg,antiuav_vis,1,67.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000481.jpg,antiuav_vis,1,64.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000501.jpg,antiuav_vis,1,52.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000521.jpg,antiuav_vis,1,56.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000541.jpg,antiuav_vis,1,61.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000561.jpg,antiuav_vis,1,67.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000581.jpg,antiuav_vis,1,62.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000601.jpg,antiuav_vis,1,64.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000621.jpg,antiuav_vis,1,68.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000641.jpg,antiuav_vis,1,72.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000661.jpg,antiuav_vis,1,60.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000681.jpg,antiuav_vis,1,61.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000701.jpg,antiuav_vis,1,62.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000721.jpg,antiuav_vis,1,60.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000741.jpg,antiuav_vis,1,61.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000761.jpg,antiuav_vis,1,68.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000781.jpg,antiuav_vis,1,68.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000801.jpg,antiuav_vis,1,77.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000821.jpg,antiuav_vis,1,57.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000841.jpg,antiuav_vis,1,63.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000861.jpg,antiuav_vis,1,65.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000881.jpg,antiuav_vis,1,62.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000901.jpg,antiuav_vis,1,67.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000921.jpg,antiuav_vis,1,57.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000941.jpg,antiuav_vis,1,65.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000961.jpg,antiuav_vis,1,53.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190925_134301_1_4/000981.jpg,antiuav_vis,1,67.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000001.jpg,antiuav_vis,1,73.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000021.jpg,antiuav_vis,1,64.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000041.jpg,antiuav_vis,1,69.00,Medium,hazy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000061.jpg,antiuav_vis,1,72.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000081.jpg,antiuav_vis,1,71.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000101.jpg,antiuav_vis,1,70.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000121.jpg,antiuav_vis,1,68.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000141.jpg,antiuav_vis,1,66.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000161.jpg,antiuav_vis,1,60.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000181.jpg,antiuav_vis,1,62.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000201.jpg,antiuav_vis,1,57.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000221.jpg,antiuav_vis,1,57.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000241.jpg,antiuav_vis,1,66.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000261.jpg,antiuav_vis,1,68.00,Medium,cloudy,,yes,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000281.jpg,antiuav_vis,1,65.00,Medium,day,,no,none,,,
data/images_eval/antiuav_vis/20190926_133516_1_9/000301.jpg,antiuav_vis,1,66.00,Medium,day,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000001.jpg,antiuav_vis,1,105.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000021.jpg,antiuav_vis,1,100.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000041.jpg,antiuav_vis,1,102.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000061.jpg,antiuav_vis,1,109.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000081.jpg,antiuav_vis,1,102.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000101.jpg,antiuav_vis,1,104.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000121.jpg,antiuav_vis,1,101.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000141.jpg,antiuav_vis,1,99.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000161.jpg,antiuav_vis,1,96.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000181.jpg,antiuav_vis,1,100.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000201.jpg,antiuav_vis,1,97.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000221.jpg,antiuav_vis,1,104.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000241.jpg,antiuav_vis,1,104.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000261.jpg,antiuav_vis,1,92.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000281.jpg,antiuav_vis,1,106.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000301.jpg,antiuav_vis,1,98.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000321.jpg,antiuav_vis,1,95.00,Medium,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000341.jpg,antiuav_vis,1,108.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000361.jpg,antiuav_vis,1,102.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000381.jpg,antiuav_vis,1,103.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000401.jpg,antiuav_vis,1,101.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000421.jpg,antiuav_vis,1,99.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000441.jpg,antiuav_vis,1,98.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000461.jpg,antiuav_vis,1,96.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000481.jpg,antiuav_vis,1,98.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000501.jpg,antiuav_vis,1,101.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000521.jpg,antiuav_vis,1,97.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000541.jpg,antiuav_vis,1,99.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000561.jpg,antiuav_vis,1,108.00,Large,cloudy,,no,none,,,
data/images_eval/antiuav_vis/20190926_141816_1_2/000581.jpg,antiuav_vis,1,102.00,Large,cloudy,,no,none,,,
